Códice	token	lema	pos
BAS	conpanja	compañía	NCFS000
BAS	puesto	poner	VMP00SM
BAS	santa	santo	AQ0FS0
BAS	avia	haber	VMII1S0
BAS	tanta	tanto	DI0FS0
BAS	fallia	fallir	VMII3S0
BAS	xpisto	Cristo	NP000P0
BAS	/	PUNCT	PUNCT
BAS	marja	María	NP000P0
BAS	Reyna	reina	NCFS000
BAS	serujr	servir	VMN0000
BAS	digna	digno	AQ0FS0
BAS	ayna	aína	RG
BAS	digna	digno	AQ0FS0
BAS	alegria	alegría	NCFS000
BAS	via	vía	NCFS000
BAS	loor	loor	NCMS000
BAS	mja	mío	PX1FS0S0
BAS	maria	María	NP000P0
BAS	oviste	haber	VMIS2S0
BAS	rresçebiste	recibir	VMIS2S0
BAS	saluaçion	salvación	NCFS000
BAS	oyste	oír	VMIS2S0
BAS	conçebiste	concebir	VMIS2S0
BAS	conplido	cumplir	VMP00SM
BAS	nasçido	nacer	VMP00SM
BAS	saluador	salvador	NCMS000
BAS	serujdo	servir	VMP00SM
BAS	conosçido	conocer	VMP00SM
BAS	terçero	tercero	AO0MS0
BAS	luzero	lucero	NCMS000
BAS	gujar	guiar	VMN0000
BAS	verdadero	verdadero	AQ0MS0
BAS	conpañero	compañero	NCMS000
BAS	alegria	alegría	NCFS000
BAS	marja	María	NP000P0
BAS	el	el	DA0MS0
BAS	veuja	vivir	VMII3S0
BAS	dezja	decir	VMII3S0
BAS	dulçor	dulzor	NCMS000
BAS	Señor	señor	NCMS000
BAS	yr	ir	VMN0000
BAS	mayor	mayor	AQ0CS0
BAS	amor	amor	NCMS000
BAS	dubdar	dudar	VMN0000
BAS	alunbrar	alumbrar	VMN0000
BAS	santo	santo	AQ0MS0
BAS	lugar	lugar	NCMS000
BAS	entrar	entrar	VMN0000
BAS	par	par	AQ0CS0
BAS	enbiar	enviar	VMN0000
BAS	madre	madre	NCFS000
BAS	pujar	pujar	VMN0000
BAS	assentar	asentar	VMN0000
BAS	pecador	pecador	NCMS000
BAS	saluador	salvador	NCMS000
BAS	murio	morir	VMIS3S0
BAS	morador	morador	AQ0MS0
BAS	flor	flor	NCFS000
BAS	aborescas	aborrecer	VMSP2S0
BAS	merescas	merecer	VMSP2S0
BAS	nos	me	PC1CP000
BAS	parescas	parecer	VMSP2S0
BAS	ofrescas	UNK	VMIS3S0
BAS	alegrar	alegrar	VMN0000
BAS	.	PUNCT	PUNCT
BAS	ovieron	haber	VMIS3P0
BAS	caton	Catón	NP000P0
BAS	coraçon	corazón	NCMS000
BAS	rrazon	razón	NCFS000
BAS	pon	poner	VMM02S0
BAS	Reyr	reír	VMN0000
BAS	enxerir	injerir	VMN0000
BAS	comedir	comedir	VMN0000
BAS	dezir	decir	VMN0000
BAS	sentençja	sentencia	NCFS000
BAS	greçia	Grecia	NP000G0
BAS	sabiençia	sapiencia	NCFS000
BAS	çiençia	ciencia	NCFS000
BAS	avien	haber	VMII3P0
BAS	tienen	tener	VMIP3P0
BAS	meresçien	merecer	VMII3P0
BAS	sabien	saber	VMII3P0
BAS	vsar	usar	VMN0000
BAS	disputar	disputar	VMN0000
BAS	leuar	llevar	VMN0000
BAS	escusar	excusar	VMN0000
BAS	grado	grado	NCMS000
BAS	firmado	firmar	VMP00SM
BAS	vsado	usar	VMP00SM
BAS	letrado	letrado	NCMS000
BAS	contender	contender	VMN0000
BAS	fazer	hacer	VMN0000
BAS	entender	entender	VMN0000
BAS	saber	saber	VMN0000
BAS	çibdadano	ciudadano	NCMS000
BAS	Romano	romano	AQ0MS0
BAS	mano	mano	NCFS000
BAS	sano	sano	AQ0MS0
BAS	ardid	ardid	NCMS000
BAS	conbit	convite	NCMS000
BAS	pit	UNK	NCFS000
BAS	lid	lid	NCMS000
BAS	valia	valía	NCFS000
BAS	filosofia	filosofía	NCFS000
BAS	bauoquia	UNK	VMII3S0
BAS	porfia	porfía	NCFS000
BAS	esmerado	esmerar	VMP00SM
BAS	loado	loar	VMP00SM
BAS	juntado	juntar	VMP00SM
BAS	tratado	tratar	VMP00SM
BAS	vagar	vagar	VMN0000
BAS	pulgar	pulgar	NCMS000
BAS	lugar	lugar	NCMS000
BAS	pagar	pagar	VMN0000
BAS	tendidos	tender	VMP00PM
BAS	contenjdos	contener	VMP00PM
BAS	encogidos	encoger	VMP00PM
BAS	vestidos	vestido	NCMP000
BAS	llana	llano	AQ0FS0
BAS	sana	sano	AQ0FS0
BAS	vana	vano	AQ0FS0
BAS	gana	gana	NCFS000
BAS	griego	griego	NCMS000
BAS	njego	negar	VMIS3S0
BAS	sosiego	sosiego	NCMS000
BAS	andariego	andariego	NCMS000
BAS	dixiera	decir	VMSI3S0
BAS	rrespondjera	responder	VMSI3S0
BAS	era	ser	VSII1S0
BAS	feziera	hacer	VMSI3S0
BAS	voluntad	voluntad	NCFS000
BAS	verdat	verdad	NCFS000
BAS	trinjdad	trinidad	NCFS000
BAS	çertenjdad	certinidad	NCFS000
BAS	antojo	antojo	NCMS000
BAS	ojo	ojo	NCMS000
BAS	enojo	enojo	NCMS000
BAS	cordojo	cordojo	NCMS000
BAS	gentes	gente	NCFP000
BAS	dientes	diente	NCMP000
BAS	mjentes	mente	NCFP000
BAS	Retinjentes	UNK	NCFP000
BAS	puñada	puñada	NCFS000
BAS	vengada	vengar	VMP00SF
BAS	aparejada	aparejado	AQ0FS0
BAS	nada	nada	PI0CS000
BAS	ardida	arder	VMP00SF
BAS	tenjda	tener	VMP00SF
BAS	entendida	entender	VMP00SF
BAS	garrida	garrido	AQ0FS0
BAS	vil	vil	AQ0CS0
BAS	sotil	sutil	AQ0CS0
BAS	doñegujl	doñeguil	AQ0CS0
BAS	mjll	mil	NCMS000
BAS	veuo	huevo	NCMS000
BAS	nuevo	nuevo	AQ0MS0
BAS	muevo	mover	VMIP1S0
BAS	prueuo	probar	VMIS3S0
BAS	escriptura	escritura	NCFS000
BAS	cordura	cordura	NCFS000
BAS	locura	locura	NCFS000
BAS	ventura	ventura	NCFS000
BAS	encubiertas	encubierto	AQ0FP0
BAS	çiertas	cierto	AQ0FP0
BAS	açiertas	acertar	VMIP2S0
BAS	rrefiertas	refertar·se	VMIP3S0·PC3CN000
BAS	verdat	verdad	NCFS000
BAS	falssedat	falsedad	NCFS000
BAS	juzgat	juzgar	VMM02P0
BAS	denostat	denostar	VMM02P0
BAS	pariente	pariente	NCCS000
BAS	çiertamente	ciertamente	RM
BAS	tente	tener·te	VMM02S0·PC2CS000
BAS	mjente	mente	NCFS000
BAS	otras	otro	PI0FP000
BAS	fenbras	hembra	NCFP000
BAS	verdadera	verdadero	AQ0FS0
BAS	primera	primero	AO0FS0
BAS	era	ser	VSII1S0
BAS	plazentera	placentero	AQ0FS0
BAS	culpar	culpar	VMN0000
BAS	Rebtar	retar	VMN0000
BAS	dubdar	dudar	VMN0000
BAS	fablar	hablar	VMN0000
BAS	prueua	probar	VMIP3S0
BAS	cueva	cueva	NCFS000
BAS	Nueva	nuevo	AQ0FS0
BAS	mueva	mover	VMSP3S0
BAS	creatura	criatura	NCFS000
BAS	natura	natura	NCFS000
BAS	mesura	mesura	NCFS000
BAS	locura	locura	NCFS000
BAS	çenjza	ceniza	NCFS000
BAS	atiza	atizar	VMIP3S0
BAS	desliza	deslizar	VMIP3S0
BAS	enriza	UNK	VMII3S0
BAS	pecador	pecador	NCMS000
BAS	amor	amor	NCMS000
BAS	peor	peor	AQ0CS0
BAS	mejor	mejor	AQ0CS0
BAS	enamorado	enamorar	VMP00SM
BAS	prisso	prender	VMIS3S0
BAS	rrepiso	arrepiso	AQ0MS0
BAS	rriso	riso	NCMS000
BAS	quiso	querer	VMIS3S0
BAS	señora	señor	NCFS000
BAS	ora	ora	NCFS000
BAS	mora	mora	NCFS000
BAS	tora	torá	NCFS000
BAS	seda	seda	NCFS000
BAS	leda	ledo	AQ0FS0
BAS	queda	quedo	AQ0FS0
BAS	moneda	moneda	NCFS000
BAS	puesta	poner	VMP00SF
BAS	enpuesta	imponer	VMP00SF
BAS	conpuesta	componer	VMP00SF
BAS	rrepuesta	respuesta	NCFS000
BAS	mensajera	mensajero	NCFS000
BAS	parlera	parlero	AQ0FS0
BAS	manera	manera	NCFS000
BAS	mollera	mollera	NCFS000
BAS	doliente	doliente	NCCS000
BAS	ver	ver	VMN0000
BAS	dolor	dolor	NCMS000
BAS	señor	señor	NCMS000
BAS	mejor	mejor	AQ0CS0
BAS	amor	amor	NCMS000
BAS	alegrar	alegrar	VMN0000
BAS	yantar	yantar	VMN0000
BAS	matar	matar	VMN0000
BAS	abastar	abastar	VMN0000
BAS	diese	dar	VMSI3S0
BAS	comjese	comer	VMSI3S0
BAS	viese	ver	VMSI3S0
BAS	bendixiese	bendecir	VMSI3S0
BAS	ljujana	liviano	AQ0FS0
BAS	sana	sano	AQ0FS0
BAS	vana	vano	AQ0FS0
BAS	gana	gana	NCFS000
BAS	santiguar	santiguar	VMN0000
BAS	castigar	castigar	VMN0000
BAS	arrancar	arrancar	VMN0000
BAS	dar	dar	VMN0000
BAS	artera	artero	AQ0FS0
BAS	entera	entero	AQ0FS0
BAS	era	ser	VSII1S0
BAS	egualadera	UNK	AQ0FS0
BAS	partiçion	partición	NCFS000
BAS	rrazon	razón	NCFS000
BAS	liçion	lección	NCFS000
BAS	non	no	RN
BAS	amjga	amigo	NCFS000
BAS	enemjga	enemigo	NCFS000
BAS	castiga	castigar	VMIP3S0
BAS	castiga	castigar	VMIP3S0
BAS	escondida	esconder	VMP00SF
BAS	sabida	saber	VMP00SF
BAS	salida	salir	VMP00SF
BAS	partida	partida	NCFS000
BAS	ver	ver	VMN0000
BAS	fazer	hacer	VMN0000
BAS	saber	saber	NCMS000
BAS	aver	haber	VMN0000
BAS	señor	señor	NCMS000
BAS	amor	amor	NCMS000
BAS	dolor	dolor	NCMS000
BAS	trobador	trovador	NCMS000
BAS	can	can	NCMS000
BAS	pan	pan	NCMS000
BAS	han	haber	VAIP3P0
BAS	plan	plan	NCMS000
BAS	caça	caza	NCFS000
BAS	caraça	zaraza	NCFS000
BAS	rraça	raza	NCFS000
BAS	plaça	plaza	NCFS000
BAS	sometem	someter·me	VMIP3S0·PC1CS000
BAS	meten	meter	VMIP3P0
BAS	entremeten	entremeter	VMIP3P0
BAS	prometen	prometer	VMIP3P0
BAS	letrada	letrado	AQ0FS0
BAS	messurada	mesurar	VMP00SF
BAS	enbiada	enviar	VMP00SF
BAS	sacada	sacar	VMP00SF
BAS	onrrada	honrar	VMP00SF
BAS	cobrada	cobrar	VMP00SF
BAS	nada	nada	PI0CS000
BAS	finchada	hinchar	VMP00SF
BAS	bramaua	bramar	VMII3S0
BAS	bramar	bramar	VMN0000
BAS	quebrar	quebrar	VMN0000
BAS	espantar	espantar	VMN0000
BAS	coytar	acuitar	VMN0000
BAS	oya	oír	VMII3S0
BAS	dolia	doler	VMII1S0
BAS	pariria	parir	VMIC3S0
BAS	estragaria	estragar	VMIC3S0
BAS	foyr	huir	VMN0000
BAS	parir	parir	VMN0000
BAS	rreyr	reír	VMN0000
BAS	salir	salir	VMN0000
BAS	Amo	amar	VMIP1S0
BAS	tamo	tamo	NCMS000
BAS	Ramo	ramo	NCMS000
BAS	amo	amar	VMIP1S0
BAS	vezes	vez	NCFP000
BAS	nuezes	nuez	NCFP000
BAS	rrafezes	UNK	AQ0CP0
BAS	vezes	vez	NCFP000
BAS	saña	saña	NCFS000
BAS	mañana	mañana	NCFS000
BAS	engaña	engañar	VMIP3S0
BAS	mañana	mañana	RG
BAS	salua	salvo	AQ0FS0
BAS	alua	alba	NCFS000
BAS	va	ir	VMIP3S0
BAS	malua	malva	NCFS000
BAS	sinon	sino	CC
BAS	dios	dios	NCMS000
BAS	verdat	verdad	NCFS000
BAS	vanjdat	vanidad	NCFS000
BAS	hedat	edad	NCFS000
BAS	lyujandat	liviandad	NCFS000
BAS	mudada	mudar	VMP00SF
BAS	nada	nada	PI0CS000
BAS	prouada	probar	VMP00SF
BAS	rredrada	redrar	VMP00SF
BAS	vy	ver	VMIS1S0
BAS	seruj	servir	VMM02S0
BAS	deseruj	deservir	VMIS1S0
BAS	escreuj	escribir	VMIS1S0
BAS	Pajez	paje	NCMP000
BAS	rrefez	UNK	VMIS3S0
BAS	cortes	cortes	AQ0CS0
BAS	es	ser	VSIP3S0
BAS	entendiera	entender	VMSI1S0
BAS	diera	dar	VMSI1S0
BAS	feziera	hacer	VMSI3S0
BAS	saliera	salir	VMSI3S0
BAS	bien	bien	RG
BAS	tien	tener	VMIP3S0
BAS	quien	quien	PR0CS000
BAS	mantiem	UNK	NCMS000
BAS	agora	ahora	RG
BAS	llora	llorar	VMIP3S0
BAS	ora	ora	NCFS000
BAS	noria	noria	NCFS000
BAS	conpañja	compañía	NCFS000
BAS	tenja	tener	VMII3S0
BAS	sentia	sentir	VMII3S0
BAS	valdia	baldío	AQ0FS0
BAS	fablar	hablar	VMN0000
BAS	Recabdar	recaudar	VMN0000
BAS	echar	echar	VMN0000
BAS	Rumjar	rumiar	VMN0000
BAS	caçurra	cazurro	NCFS000
BAS	aburra	aburrir	VMSP3S0
BAS	burra	burro	AQ0FS0
BAS	burla	burla	NCFS000
BAS	menssajero	mensajero	NCMS000
BAS	luz	luz	NCFS000
BAS	cruz	cruz	NCFS000
BAS	panadera	panadero	NCFS000
BAS	andaluz	andaluz	AQ0MS0
BAS	carrera	carrera	NCFS000
BAS	avria	haber	VMIC3S0
BAS	duz	dulce	AQ0CS0
BAS	pletesia	pleitesía	NCFS000
BAS	grado	grado	NCMS000
BAS	duz	dulce	AQ0CS0
BAS	saluado	salvar	VMP00SM
BAS	conssejo	consejo	NCMS000
BAS	marfuz	UNK	NCMS000
BAS	conejo	conejo	NCMS000
BAS	menssajero	mensajero	NCMS000
BAS	aduz	UNK	AQ0CS0
BAS	conejero	conejero	NCMS000
BAS	omjllava	humillar	VMII3S0
BAS	fallaua	fallar	VMII3S0
BAS	adoraua	adorar	VMII3S0
BAS	rreguardaua	UNK	VMII3S0
BAS	cucaña	Cucaña	NP000G0
BAS	estraña	extraño	AQ0FS0
BAS	españa	España	NP000G0
BAS	magadaña	UNK	NCFS000
BAS	omnes	hombre	NCMP000
BAS	alcarez	UNK	NCMS000
BAS	çiençia	ciencia	NCFS000
BAS	sabiençia	sapiencia	NCFS000
BAS	naçençia	nacencia	NCFS000
BAS	sentençja	sentencia	NCFS000
BAS	platon	Platón	NP000P0
BAS	son	ser	VSIP3P0
BAS	costellaçion	constelación	NCFS000
BAS	don	don	NCMS000
BAS	clerezja	clerecía	NCFS000
BAS	quantia	cuantía	NCFS000
BAS	guja	guiar	VMIP3S0
BAS	astrologia	astrología	NCFS000
BAS	almas	alma	NCFP000
BAS	armas	arma	NCFP000
BAS	anbas	ambos	DI0FP0
BAS	palmas	palma	NCFP000
BAS	cavalleros	caballero	AQ0MP0
BAS	djneros	dinero	NCMP000
BAS	verdaderos	verdadero	AQ0MP0
BAS	estrelleros	estrellero	AQ0MP0
BAS	atales	tal	DD0CP0
BAS	naturales	natural	AQ0CP0
BAS	señales	señal	NCFP000
BAS	males	mal	NCMP000
BAS	avia	haber	VMII1S0
BAS	tenja	tener	VMII3S0
BAS	querria	querer	VMIC1S0
BAS	nasçia	nacer	VMII3S0
BAS	ver	ver	VMN0000
BAS	saber	saber	VMN0000
BAS	nasçer	nacer	VMN0000
BAS	ser	ser	VSN0000
BAS	quemado	quemar	VMP00SM
BAS	despeñado	despeñar	VMP00SM
BAS	colgado	colgar	VMP00SM
BAS	afogado	ahogar	VMP00SM
BAS	desacordados	desacordar	VMP00PM
BAS	guardados	guardar	VMP00PM
BAS	apartados	apartar	VMP00PM
BAS	prouados	probar	VMP00PM
BAS	llegado	llegar	VMP00SM
BAS	otorgado	otorgar	VMP00SM
BAS	venado	venado	NCMS000
BAS	grado	grado	NCMS000
BAS	caçar	cazar	VMN0000
BAS	leuantar	levantar	VMN0000
BAS	agranjzar	UNK	VMN0000
BAS	apedrear	apedrear	VMN0000
BAS	judgaron	juzgar	VMIS3P0
BAS	cataron	catar	VMIS3P0
BAS	fadaron	hadar	VMIS3P0
BAS	adevjnaron	UNK	VMIS3P0
BAS	acojer	acoger	VMN0000
BAS	fallesçer	fallecer	VMN0000
BAS	ser	ser	VSN0000
BAS	estorçer	estorcer	VMN0000
BAS	aguijo	aguijar	VMIS3S0
BAS	djo	dar	VMIS3S0
BAS	despeño	despeñar	VMIS3S0
BAS	colgo	colgar	VMIS3S0
BAS	vieron	ver	VMIS3P0
BAS	podjeron	poder	VMIS3P0
BAS	conplieron	cumplir	VMIS3P0
BAS	salieron	salir	VMIS3P0
BAS	pessar	pesar	NCMS000
BAS	soltar	soltar	VMN0000
BAS	vsar	usar	VMN0000
BAS	dubdar	dudar	VMN0000
BAS	naturalmente	naturalmente	RM
BAS	açidente	accidente	NCMS000
BAS	otramente	otramente	RM
BAS	creyente	creyente	AQ0CS0
BAS	estança	estanza	NCFS000
BAS	esperança	esperanza	NCFS000
BAS	dubdança	dudanza	NCFS000
BAS	semejança	semejanza	NCFS000
BAS	poder	poder	NCMS000
BAS	fazer	hacer	VMN0000
BAS	conponer	componer	VMN0000
BAS	aver	haber	VMN0000
BAS	trayçion	traición	NCFS000
BAS	rraçon	razón	NCFS000
BAS	son	ser	VSIP3P0
BAS	perdon	perdón	NCMS000
BAS	erro	errar	VMIS3S0
BAS	serujo	servir	VMIS3S0
BAS	moujo	mover	VMIS3S0
BAS	djo	dar	VMIS3S0
BAS	morir	morir	VMN0000
BAS	conssentyr	consentir	VMN0000
BAS	beujr	vivir	VMN0000
BAS	yr	ir	VMN0000
BAS	far	hacer	VMN0000
BAS	dar	dar	VMN0000
BAS	dispenssar	dispensar	VMN0000
BAS	soltar	soltar	VMN0000
BAS	fecho	hecho	NCMS000
BAS	derecho	derecho	NCMS000
BAS	desfecho	deshacer	VMP00SM
BAS	prouecho	provecho	NCMS000
BAS	crio	criar	VMIP1S0
BAS	ordeno	ordenar	VMIS3S0
BAS	otorgo	otorgar	VMIS3S0
BAS	djo	dar	VMIS3S0
BAS	oraçion	oración	NCFS000
BAS	contriçion	contrición	NCFS000
BAS	costellaçion	constelación	NCFS000
BAS	tribulaçion	tribulación	NCFS000
BAS	mjntrosos	mentiroso	AQ0MP0
BAS	fermosos	hermoso	AQ0MP0
BAS	dubdosos	dudoso	AQ0MP0
BAS	poderosos	poderoso	AQ0MP0
BAS	maestro	maestro	AQ0MS0
BAS	cabestro	cabestro	NCMS000
BAS	esto	este	PD0NS000
BAS	aquesto	este	PD0NS000
BAS	vida	vida	NCFS000
BAS	olvida	olvidar	VMIP3S0
BAS	medjda	medir	VMP00SF
BAS	querida	querer	VMP00SF
BAS	nasçi	nacer	VMIS1S0
BAS	conosçi	conocer	VMIS1S0
BAS	desagradesçi	UNK	VMIS1S0
BAS	acabesçi	UNK	RG
BAS	atal	tal	PD0CS000
BAS	al	ál	PI0CS000
BAS	peral	peral	NCMS000
BAS	comunal	comunal	AQ0CS0
BAS	sirue	servir	VMIP3S0
BAS	abjue	avivar	VMIS1S0
BAS	esquiue	esquivar	VMIS1S0
BAS	byue	vivir	VMM02S0
BAS	rrudo	rudo	AQ0MS0
BAS	mudo	mudo	AQ0MS0
BAS	atrevudo	atrevido	AQ0MS0
BAS	agudo	agudo	AQ0MS0
BAS	mançebez	mancebez	NCFS000
BAS	vejez	vejez	NCFS000
BAS	pez	pez	NCFS000
BAS	prez	prez	NCCS000
BAS	sea	ser	VSSP1S0
BAS	fea	feo	AQ0FS0
BAS	vea	ver	VMSP1S0
BAS	desea	desear	VMIP3S0
BAS	poble	poblar	VMIS1S0
BAS	onbre	hombre	NCMS000
BAS	onbre	hombre	NCMS000
BAS	cobre	cobre	NCMS000
BAS	natura	natura	NCFS000
BAS	escriptura	escritura	NCFS000
BAS	ventura	ventura	NCFS000
BAS	madura	maduro	AQ0FS0
BAS	poderoso	poderoso	AQ0MS0
BAS	oso	osar	VMIS3S0
BAS	medroso	medroso	AQ0MS0
BAS	mentiroso	mentiroso	AQ0MS0
BAS	consseja	conseja	NCFS000
BAS	semeja	semejar	VMIP3S0
BAS	arveja	arveja	NCFS000
BAS	oreja	oreja	NCFS000
BAS	sabor	sabor	NCMS000
BAS	color	color	NCMS000
BAS	valor	valor	NCMS000
BAS	olor	olor	NCMS000
BAS	llena	lleno	AQ0FS0
BAS	buena	bueno	AQ0FS0
BAS	suena	sonar	VMIP3S0
BAS	pena	pena	NCFS000
BAS	Amjgos	amigo	NCMP000
BAS	desamjgos	UNK	NCMP000
BAS	antiguos	antiguo	AQ0MP0
BAS	enemjgos	enemigo	NCMP000
BAS	enamorado	enamorar	VMP00SM
BAS	mastyn	mastín	NCMS000
BAS	fuerte	fuerte	AQ0CS0
BAS	suerte	suerte	NCFS000
BAS	ciertamente	ciertamente	RM
BAS	muerte	muerte	NCFS000
BAS	vsada	usar	VMP00SF
BAS	enamorada	enamorado	NCFS000
BAS	amada	amar	VMP00SF
